platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,manual_label,trust_score,pred_label,trust_level,trust_weight,rating_x_trust_weight,trust_reasons,generic_count,reason_count,menu_count,category_count,number_detail_count,generic_negative_count,detailed_negative_count,event_word_count,intensifier_count,quality_detail_count,sensory_detail_count,waiting_popularity_count,experience_context_count,temporal_context_count,mixed_opinion_count,sentence_count,has_generic_praise,strong_generic_praise,has_reason,strong_reason,has_menu,has_number_detail,has_generic_negative,has_detailed_negative,has_quality_detail,strong_quality_detail,has_sensory_detail,strong_sensory_detail,has_waiting_popularity,has_experience_context,has_temporal_context,has_mixed_opinion,multi_sentence_review,short_review,ultra_short_review,short_generic_review,generic_without_detail,low_information_review,specific_review,popularity_only_review,enthusiastic_but_detailed,positive_narrative,mixed_opinion_review,temporal_experience_review,menu_price_listing_only,short_but_specific_food_review,detailed_negative_narrative,first_visit,revisit,account_review_count_is_1,account_review_count_under_5,account_review_count_under_10,account_review_count_over_50,account_review_count_over_100,split
kakao,능동미나리 성수점,reviewer_000469,8.0,2026-04-01,,,맛집이라길래 질좋은 한우로 만들었다길래 기대하고 갔는데 곰탕은 첫입에 고기 누린내가 살짝 나더군요. 제가 누린내에 예민한데 질좋은 한우라길래 기대를 너무한건가요? 초심을 잃은건지?? 다 외국인이던데 이러면 소문나지 않을까요? 암튼 기대 이하네요.,137,1,3.0,1.3,브론즈 레벨,1,10.399999999999999,1,high,1.0,3.0,account_review_count_under_10:-0.2 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_not_rich:+0 | has_photo_with_detail:+0.2,1,2,2,0,0,0,3,0,1,0,0,0,0,0,0,5,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,train
kakao,소문난성수감자탕,reviewer_000846,15.0,2025-05-30,,,왜 유명한거지?? 고기 질김 ㅜ 다이어트 용 개노맛 닭가슴살 먹는 느낌 ㅠ 아쉬워라 아쉬워,50,1,1.0,3.6,실버 레벨,1,5.0,0,high,1.0,1.0,menu_without_experience_detail:-1.0 | popularity_only_without_detail:-1 | has_menu:+0.3 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,0,0,1,0,0,3,2,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,train
kakao,각시보쌈,reviewer_000004,43.0,2026-04-17,,영수증,가끔 손님이 많아서 대기를 해야할 때가 있어요! 그 만큼 가격과 맛 퀄리티 모두 백점 만점에 95점 정도 주고 싶어요~! 보쌈이 땡기는 날~~ 붐비지 않는 시간 때에 가세요! 후회없는 선택이 되실 듯!!,113,0,5.0,3.2,실버 레벨,1,12.099999999999998,1,high,1.0,5.0,experience_context:+1.0 | has_menu:+0.3 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2,0,2,1,1,1,0,2,0,0,0,0,1,1,0,1,5,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,train
kakao,옥동식 서교점,reviewer_000128,22.0,2026-03-24,,영수증,맛있습니다,5,0,3.0,3.4,브론즈 레벨,0,-11.5,0,low,0.2,0.6000000000000001,ultra_short_review:-2 | short_low_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
kakao,소문난성수감자탕,reviewer_000906,74.0,2025-02-01,,,웨이팅이 길었지만 끓일수록 맛있었음,19,0,5.0,4.1,실버 레벨,0,3.4000000000000004,0,ambiguous,0.5,2.5,short_generic_but_specific:-0.2 | popularity_only_without_detail:-1 | category_count:+0.7 | has_detailed_negative:+1.5 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_not_rich:+0 | account_review_count_over_50:+0.7,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,train
kakao,마포양지설렁탕 도화점,reviewer_000090,2.0,2026-04-23,,예약,여기서 26.4.17일 내장탕 먹고 다음날 장염걸린거같은데. . 심증은 있는데 . 물증이 없네,52,0,1.0,1.0,브론즈 레벨,0,1.3,0,ambiguous,0.5,0.5,account_review_count_under_5:-0.5 | experience_context:+1.0 | has_reason_with_length:+0.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,train
kakao,쭌곱창,reviewer_000358,1.0,2025-12-22,,,너무 맛있어요,7,1,5.0,5.0,브론즈 레벨,0,-13.7,0,low,0.2,1.0,ultra_short_review:-2 | short_low_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_is_1:-1.0 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,train
kakao,육지,reviewer_000218,1.0,2026-03-07,,예약,시끄럽고 사람 붐비고 바쁜 거 이해하는데 10분 늦게 온 옆자리 손님 고기 굽기 시작. 불도 제대로 안 올리고 서빙한 고기만 덩그러니…매니저 컴플레인 대응도 실망스러움.,94,0,1.0,1.0,브론즈 레벨,1,11.6,1,high,1.0,1.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | has_menu:+0.3 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5,0,1,2,2,1,1,2,0,0,0,0,0,1,0,1,2,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,train
kakao,소문난성수감자탕,reviewer_000750,274.0,2025-11-09,,,기본적으로 감자탕이라 맛없기 힘들긴 합니다. 테이블 간격도 좁은데 손님이 많아 직원분들이 계속 정신없이 다니다보니 어수선한 분위기가 있습니다.,79,1,3.0,3.5,골드 레벨,1,12.399999999999999,1,high,1.0,3.0,experience_context:+1.0 | has_menu:+0.3 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2,0,2,1,2,0,1,2,0,0,0,0,0,1,0,0,2,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,train
kakao,이태리국시 성수,reviewer_001000,1.0,2026-04-18,,,대창돌솥파스타 완전 맛있어요..지나갈때마다 포스터에 이게 너무 맛있어보여서 계속 와보고싶었는데 기대를 저버리지않네요 추천합니다ㅎㅎ,72,1,5.0,5.0,브론즈 레벨,0,6.3999999999999995,1,high,1.0,5.0,menu_without_experience_detail:-1.0 | account_review_count_is_1:-1.0 | many_intensifier_weak_context:-1 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_not_rich:+0 | photo_without_enough_detail:-0.2,3,1,2,0,0,0,1,0,2,0,0,0,0,0,0,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,train
kakao,능동미나리 성수점,reviewer_000502,114.0,2025-12-26,,,미나리 내음이 너무 좋아요.. 근데 가격대는 좀 있어요 ㅠ,32,1,4.0,3.9,골드 레벨,0,3.8,0,high,1.0,4.0,has_detailed_negative:+1.5 | detailed_negative_narrative:+1.5 | enthusiastic_but_not_rich:+0 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,train
kakao,소문난성수감자탕,reviewer_000884,193.0,2025-03-14,,,"딱히 특색 없는 맛+도떼기시장(정신 하나도 없음) 멀리서 굳이 갈 필요 없습니다. 마포구에서 여기까지 가본 후로, 감자탕 땡기는 날에 저는 동네 조마루 갑니다.",89,0,3.0,3.7,골드 레벨,1,5.6,0,high,1.0,3.0,experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | multi_sentence_with_length:+0.8 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,train
kakao,마포양지설렁탕 도화점,reviewer_000098,10.0,2025-12-28,,영수증,김치 종류도 다양하고 무엇보다 깍두기 잘먹어서 점점 줄어드는거 보시곤 그릇을 가져가시길래 놀랬는데 김치 많이 먹으라고 하시면서 가득 담아서 다시 가져다주셔서 더 놀랐어요 ㅎㅎㅎ 요즘 불친절한곳이 많다가 이런 친절이 너무 오랜만이라 반가웠어요. 저는 기본 설렁탕 먹었고 맛은 일단 깍두기 맛있고요. 파김치!!!?????????? 맛집은 김치맛보면 딱 알잖아요! 이걸로 설명 끝,209,0,4.0,3.5,브론즈 레벨,1,14.799999999999999,1,high,1.0,4.0,experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5,4,5,6,1,0,0,1,0,1,0,0,1,3,2,0,5,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,train
kakao,능동미나리 성수점,reviewer_000510,231.0,2025-12-14,,,현장 웨이팅이 좀 있지만 회전이 빨라서 금방 들어갈 수 있어요. 미나리곰탕은 미나리향이 가득 담긴 느낌에 고기도 부드럽고 깍두기도 맛있었어요. 내부는 굉장히 레트로한 느낌인데 긴 웨이팅을 하며 찾아가서 먹을만한 곳은 아닌것 같기도 해요..,133,1,4.0,4.3,골드 레벨,1,16.1,1,high,1.0,4.0,has_menu:+0.3 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,1,3,1,2,0,0,2,0,0,0,1,2,0,0,0,3,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,train
kakao,소문난성수감자탕,reviewer_000749,39.0,2025-11-13,,,6번 정도 왔던 것 같음 정말 맛있는 감자탕 맛임 사실 감자탕이 거기서 거기 아니겠냐마는 다른 감자탕집은 2% 뭔가 부족하다고 느낄때가 많은데 여기는 정말 맛있음,90,0,5.0,3.8,실버 레벨,1,3.3,0,ambiguous,0.5,2.5,has_menu:+0.3 | positive_narrative:+2.0 | has_number_detail:+1 | enthusiastic_but_not_rich:+0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,train
kakao,태양곱창 성수점,reviewer_001160,23.0,2025-03-20,,,곱창전골 맛있어요~,10,0,5.0,4.8,실버 레벨,0,-6.0,0,low,0.2,1.0,short_low_specificity:-1.5 | short_generic_review:-2 | no_number_detail_with_praise:-1 | menu_without_experience_detail:-1.0 | has_menu:+0.3 | short_but_menu_only_food_review:+0.2 | kakao_5star_short_low_specificity:-1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
kakao,이태리국시 성수,reviewer_000939,1.0,2026-04-27,,영수증,오픈시간 맞춰 가서 대기 시간 없이 바로 입장하였습니다. 분위기도 좋고 음식이 깔끔하고 맛있어요~대창숯불파스타는 정말 원픽입니다^^ 알배추샐러드랑 뇨끼 청량불고기파스타 다 맛있게 잘 먹었습니다.,108,1,5.0,5.0,브론즈 레벨,1,13.499999999999996,1,high,1.0,5.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,2,3,5,2,0,0,1,0,0,0,0,1,5,0,0,3,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,train
kakao,홍대 조선시대,reviewer_000367,1.0,2026-04-28,,,닭발 맛있어염,7,1,4.0,4.0,브론즈 레벨,0,-12.7,0,low,0.2,0.8,ultra_short_review:-2 | short_low_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_is_1:-1.0 | photo_without_enough_detail:-0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,train
kakao,육지,reviewer_000230,2.0,2025-12-21,,,잔 제발좀 제대로 씻고 그딴식으로 구울거면 굽지마라 제발 여긴또 직원교육은 아예안하냐?,48,0,1.0,3.0,브론즈 레벨,0,3.7,0,high,1.0,1.0,account_review_count_under_5:-0.5 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | category_count:+0.7 | short_but_menu_only_food_review:+0.2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,train
