platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,trust_score,pred_label,trust_level,trust_weight,rating_x_trust_weight,trust_reasons,generic_count,reason_count,menu_count,category_count,number_detail_count,generic_negative_count,detailed_negative_count,event_word_count,intensifier_count,quality_detail_count,sensory_detail_count,waiting_popularity_count,experience_context_count,temporal_context_count,mixed_opinion_count,sentence_count,has_generic_praise,strong_generic_praise,has_reason,strong_reason,has_menu,has_number_detail,has_generic_negative,has_detailed_negative,has_quality_detail,strong_quality_detail,has_sensory_detail,strong_sensory_detail,has_waiting_popularity,has_experience_context,has_temporal_context,has_mixed_opinion,multi_sentence_review,short_review,ultra_short_review,short_generic_review,generic_without_detail,low_information_review,specific_review,popularity_only_review,enthusiastic_but_detailed,positive_narrative,mixed_opinion_review,temporal_experience_review,menu_price_listing_only,short_but_specific_food_review,detailed_negative_narrative,first_visit,revisit,account_review_count_is_1,account_review_count_under_5,account_review_count_under_10,account_review_count_over_50,account_review_count_over_100,clean_text,tokens,tokens_pos,token_count
naver,각시보쌈,항상새로운나,1272,2025.09.13,1,영수증,웨이팅 1시간 가량 했네요. 처음 나온 상차림외에 고기는 먹느라 못찍었는데 냄새도 안나고 고기 김치 모두 맛나요. 공기밥 주문하면 찌개도 같이 나와요 맛있고 재방문 의사 있어요,98,1,,,,19.9,1,high,1,,first_visit:-0.2 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,1,2,6,2,1,0,1,0,0,0,1,1,5,2,0,3,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,웨이팅 1시간 가량 했네요 처음 나온 상차림외에 고기는 먹느라 못찍었는데 냄새도 안나고 고기 김치 모두 맛나요 공기밥 주문하면 찌개도 같이 나와요 맛있고 재방문 의사 있어요,웨이 가량 처음 나오다 상차림 고기 먹다 찍다 냄새 안나 고기 김치 모두 공기밥 주문 찌개 같이 나오다 맛있다 방문 의사,웨이/Noun 가량/Noun 처음/Noun 나오다/Verb 상차림/Noun 고기/Noun 먹다/Verb 찍다/Verb 냄새/Noun 안나/Noun 고기/Noun 김치/Noun 모두/Noun 공기밥/Noun 주문/Noun 찌개/Noun 같이/Adverb 나오다/Verb 맛있다/Adjective 방문/Noun 의사/Noun,21
naver,각시보쌈,부산보라,520,2025.09.07,3,예약,합정역에서 보쌈정식 단돈 만 원에 먹을 수 있는 곳. 다른 곳 다녀봐도 깔끔하고 빠르게 서빙되고 실패 없이 먹을 수 있는 보쌈정식은 여기뿐입니다. 늘 사람이 붐비는 건 다 그만한 이유가 있습니다.,109,1,,,,7.1,1,high,1,,experience_context:+1.0 | has_menu:+0.3 | has_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | revisit:+0.8 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,합정역에서 보쌈정식 단돈 만 원에 먹을 수 있는 곳 다른 곳 다녀봐도 깔끔하고 빠르게 서빙되고 실패 없이 먹을 수 있는 보쌈정식은 여기뿐입니다 늘 사람이 붐비는 건 다 그만한 이유가 있습니다,합정역 보쌈 정식 단돈 먹다 다른 다니다 보다 깔끔하다 빠르다 서빙 실패 없이 먹다 보쌈 정식 여기 뿐이다 사람 붐비다 그만하다 이유,합정역/Noun 보쌈/Noun 정식/Noun 단돈/Noun 먹다/Verb 다른/Noun 다니다/Verb 보다/Verb 깔끔하다/Adjective 빠르다/Adjective 서빙/Noun 실패/Noun 없이/Adverb 먹다/Verb 보쌈/Noun 정식/Noun 여기/Noun 뿐이다/Adjective 사람/Noun 붐비다/Verb 그만하다/Adjective 이유/Noun,22
naver,각시보쌈,하하하5714,17,2025.09.06,1,예약,"고기가 부들부들, 잡내 하나 나지 않고 맛있었습니다. 배추보쌈에 야무지게 싸먹었습니다. 상추를 좀 깨끗하게 씻어 주셨으면 더 좋았을 것 같아요.",80,1,,,,7.7,1,high,1,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,2,1,3,1,0,0,0,0,0,0,1,0,1,0,0,3,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,고기가 부들부들 잡내 하나 나지 않고 맛있었습니다 배추보쌈에 야무지게 싸먹었습니다 상추를 좀 깨끗하게 씻어 주셨으면 더 좋았을 것 같아요,고기 부들부들 잡다 하나 나다 않다 맛있다 배추 보쌈 야무지다 먹다 상추 깨끗하다 씻다 주다 좋다 같다,고기/Noun 부들부들/Noun 잡다/Verb 하나/Noun 나다/Verb 않다/Verb 맛있다/Adjective 배추/Noun 보쌈/Noun 야무지다/Adjective 먹다/Verb 상추/Noun 깨끗하다/Adjective 씻다/Verb 주다/Verb 좋다/Adjective 같다/Adjective,17
naver,각시보쌈,블루3838,604,2025.09.05,2,영수증,오랜만에 방문했는데 여전히 맛있네요 양도 많고 가성비 독보적이라고 생각해요 그런데 화장실 앞쪽의 테이블이 너무 너무 더워서 40분만에 나왔어요 더운 여름엔 에어컨 한대 더 가동해야 될듯합니다,106,1,,,,11.1,1,high,1,,experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | has_number_detail:+1 | enthusiastic_but_detailed_rich:+0.5 | revisit:+0.8 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,1,3,0,1,1,0,0,0,2,0,0,0,3,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,오랜만에 방문했는데 여전히 맛있네요 양도 많고 가성비 독보적이라고 생각해요 그런데 화장실 앞쪽의 테이블이 너무 너무 더워서 40분만에 나왔어요 더운 여름엔 에어컨 한대 더 가동해야 될듯합니다,방문 여전하다 맛있다 양도 많다 가성 독보 생각 화장실 앞쪽 테이블 너무 너무 덥다 나오다 덥다 여름 에어컨 가동,방문/Noun 여전하다/Adjective 맛있다/Adjective 양도/Noun 많다/Adjective 가성/Noun 독보/Noun 생각/Noun 화장실/Noun 앞쪽/Noun 테이블/Noun 너무/Adverb 너무/Adverb 덥다/Adjective 나오다/Verb 덥다/Adjective 여름/Noun 에어컨/Noun 가동/Noun,19
naver,각시보쌈,VKY,316,2025.08.31,1,영수증,"음식이 정말 맛있었습니다! 주차 자리는 한 두자리 밖에 없어 다른 곳에 주차하여야 했구요! 브레이크 타임 끝나는 시간쯤에 가도 대기하는 팀이 꽤 많았습니다!! 보쌈고기가 항정살인듯 하였는데, 담백함과 부드러움이 무척이나 좋았습니다!! 가게가 넓었으나 워낙 맛집이어서 시간이 잘 맞지 않으면 대기를 꽤나 해야할 것으로 보였습니다!! 직원분들도 친절하셨구요!! 개인적인 평점 [4.4/5]",215,1,,,,17.5,1,high,1,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,4,5,3,4,0,0,2,0,0,1,1,2,7,0,0,8,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,음식이 정말 맛있었습니다 주차 자리는 한 두자리 밖에 없어 다른 곳에 주차하여야 했구요 브레이크 타임 끝나는 시간쯤에 가도 대기하는 팀이 꽤 많았습니다 보쌈고기가 항정살인듯 하였는데 담백함과 부드러움이 무척이나 좋았습니다 가게가 넓었으나 워낙 맛집이어서 시간이 잘 맞지 않으면 대기를 꽤나 해야할 것으로 보였습니다 직원분들도 친절하셨구요 개인적인 평점 4 4 5,음식 정말 맛있다 주차 자리다 자리 다른 주차 브레이크 타임 끝나다 시간 가도 대기 많다 보쌈 고기 항정 살인 담백하다 부드러움 무척 좋다 가게 넓다 워낙 맛집 시간 자다 맞다 않다 대기 보이다 직원 친절하다 개인 평점,음식/Noun 정말/Noun 맛있다/Adjective 주차/Noun 자리다/Adjective 자리/Noun 다른/Noun 주차/Noun 브레이크/Noun 타임/Noun 끝나다/Verb 시간/Noun 가도/Noun 대기/Noun 많다/Adjective 보쌈/Noun 고기/Noun 항정/Noun 살인/Noun 담백하다/Adjective 부드러움/Noun 무척/Noun 좋다/Adjective 가게/Noun 넓다/Adjective 워낙/Noun 맛집/Noun 시간/Noun 자다/Verb 맞다/Verb 않다/Verb 대기/Noun 보이다/Verb 직원/Noun 친절하다/Adjective 개인/Noun 평점/Noun,37
naver,각시보쌈,방문자91,842,2025.08.23,1,예약,"손님이 엄청 많아 대기했어요. 음식은 둘이서 반반보쌈 (소), 쟁반국수(소) 주문했는데, 양도 많고 맛있었습니다. 다만 계속 날벌레가 음식 위에 날라다녀서 불편했어요.",93,1,,,,16.099999999999998,1,high,1,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,1,3,2,2,0,0,2,0,1,0,0,1,3,0,1,3,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,손님이 엄청 많아 대기했어요 음식은 둘이서 반반보쌈 소 쟁반국수 소 주문했는데 양도 많고 맛있었습니다 다만 계속 날벌레가 음식 위에 날라다녀서 불편했어요,손님 엄청 많다 대기 음식 둘이서 보쌈 쟁반 국수 주문 양도 많다 맛있다 다만 계속 벌레 음식 나르다 다니다 불편하다,손님/Noun 엄청/Adverb 많다/Adjective 대기/Noun 음식/Noun 둘이서/Noun 보쌈/Noun 쟁반/Noun 국수/Noun 주문/Noun 양도/Noun 많다/Adjective 맛있다/Adjective 다만/Noun 계속/Noun 벌레/Noun 음식/Noun 나르다/Verb 다니다/Verb 불편하다/Adjective,20
naver,각시보쌈,11월 신부되다,572,2025.08.22,2,영수증,엄마랑 둘이 싹싹^^ 웨이팅없이 운좋게 냠냠,24,1,,,,4.5,0,high,1,,popularity_only_without_detail:-1 | category_count:+0.7 | has_detailed_negative:+1.5 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | revisit:+0.8 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,엄마랑 둘이 싹싹 웨이팅없이 운좋게 냠냠,엄마 싹싹 웨이 없이 좋다 냠냠,엄마/Noun 싹싹/Noun 웨이/Noun 없이/Adverb 좋다/Adjective 냠냠/Adverb,6
naver,각시보쌈,북한산 방랑객,2248,2025.08.20,2,영수증,"저녁 시작 16시30분 다섯손가락내 입장했습니다 ㅎ 10분이내에 만석이라 의미는 없지만, 그래도 기분 이슬과 함께 반반보쌈 동료랑 즐겁게 먹고 왔습니다 보쌈고기 쫀든쫀든한게 입안에 살살 녹아요",107,1,,,,6.6000000000000005,1,high,1,,experience_context:+1.0 | has_menu:+0.3 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | has_number_detail:+1 | revisit:+0.8 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,0,2,3,1,3,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,저녁 시작 16시30분 다섯손가락내 입장했습니다 ㅎ 10분이내에 만석이라 의미는 없지만 그래도 기분 이슬과 함께 반반보쌈 동료랑 즐겁게 먹고 왔습니다 보쌈고기 쫀든쫀든한게 입안에 살살 녹아요,저녁 시작 다섯손가락 입장 만석 의미 그래도 기분 이슬 함께 보쌈 동료 즐겁다 먹다 오다 보쌈 고기 쫀든쫀든한 입안 살살 녹다,저녁/Noun 시작/Noun 다섯손가락/Noun 입장/Noun 만석/Noun 의미/Noun 그래도/Adverb 기분/Noun 이슬/Noun 함께/Adverb 보쌈/Noun 동료/Noun 즐겁다/Adjective 먹다/Verb 오다/Verb 보쌈/Noun 고기/Noun 쫀든쫀든한/Noun 입안/Noun 살살/Noun 녹다/Verb,21
naver,각시보쌈,레몬6288,6,2025.08.18,1,영수증,가성비는 괜찮은편인데 일단 너무 지저분함.테이블에서 나는지 식기에서 나는지 모르겠지만 행주쉰(?)냄새 같은 불쾌한 냄새남.그리고 무엇보다 안좋았던건 일하는 직원이 너무 불친절함.점심시간이라 혼잡하고 바빠서인지 옆테이블 손님 나가고 나서 그릇 정리하는데 깨부수는줄. 바로 옆에 손님 있던지말던지 꽝꽝 소리내면서 그릇 집어던지듯이 치움(키작고 안경쓰신 통통한 나이드신 직원분)어휴 너무시끄럽다고 해도 대꾸도 안함. 지인이 추천해서 갔는데 다신 안간다.,250,0,,,,14.7,1,high,1,,account_review_count_under_10:-0.2 | first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5,3,6,1,3,0,1,2,0,3,0,0,1,6,0,1,7,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,가성비는 괜찮은편인데 일단 너무 지저분함 테이블에서 나는지 식기에서 나는지 모르겠지만 행주쉰 냄새 같은 불쾌한 냄새남 그리고 무엇보다 안좋았던건 일하는 직원이 너무 불친절함 점심시간이라 혼잡하고 바빠서인지 옆테이블 손님 나가고 나서 그릇 정리하는데 깨부수는줄 바로 옆에 손님 있던지말던지 꽝꽝 소리내면서 그릇 집어던지듯이 치움 키작고 안경쓰신 통통한 나이드신 직원분 어휴 너무시끄럽다고 해도 대꾸도 안함 지인이 추천해서 갔는데 다신 안간다,가성 비다 괜찮다 일단 너무 지저분하다 테이블 나다 식기 나다 모르다 행주 냄새 같다 불쾌하다 냄새 무엇 안좋다 직원 너무 불친절하다 점심시간 혼잡하다 바쁘다 인지 테이블 손님 나가다 나서다 그릇 정리 깨부수다 바로 손님 꽝꽝 소리내다 그릇 집다 치우다 작고 안경 쓸다 통통하다 나이 들다 직원 너무 시끄럽다 해도 대꾸 안함 지인 추천 가다 다시다 간다,가성/Noun 비다/Verb 괜찮다/Adjective 일단/Noun 너무/Adverb 지저분하다/Adjective 테이블/Noun 나다/Verb 식기/Noun 나다/Verb 모르다/Verb 행주/Noun 냄새/Noun 같다/Adjective 불쾌하다/Adjective 냄새/Noun 무엇/Noun 안좋다/Adjective 직원/Noun 너무/Adverb 불친절하다/Adjective 점심시간/Noun 혼잡하다/Adjective 바쁘다/Adjective 인지/Noun 테이블/Noun 손님/Noun 나가다/Verb 나서다/Verb 그릇/Noun 정리/Noun 깨부수다/Verb 바로/Noun 손님/Noun 꽝꽝/Adverb 소리내다/Verb 그릇/Noun 집다/Verb 치우다/Verb 작고/Noun 안경/Noun 쓸다/Verb 통통하다/Adjective 나이/Noun 들다/Verb 직원/Noun 너무/Adverb 시끄럽다/Adjective 해도/Noun 대꾸/Noun 안함/Noun 지인/Noun 추천/Noun 가다/Verb 다시다/Verb 간다/Noun,56
naver,각시보쌈,시켜줘마포구보안관,102,2025.08.15,1,영수증,"[마포구 보안관 출동 일지] 사건 번호: 2025-08-15 / Case #F-010 사건 개요: 합정인의 피에는 각시보쌈이 흐른다 현장 기록: 합정동 사람이라면 가봤을 확률 90%, 한 번만 가봤을 확률 0%, 점심이든 저녁이든 항상 북적이는 덴 이유가 있음, 엄마의 손맛과 만원의 행복이 동시에 성립되는 곳 증거물: 각시정식(메뉴판 볼 필요 없음) 특이 사항: 상추 추가 2천원 별도 수사 결과: 합정동의 심리적 안전망",236,1,,,,3.8,0,high,1,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | has_reason_with_length:+0.8 | category_count:+0.7 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,0,1,3,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,마포구 보안관 출동 일지 사건 번호 2025 08 15 Case F 010 사건 개요 합정인의 피에는 각시보쌈이 흐른다 현장 기록 합정동 사람이라면 가봤을 확률 90 한 번만 가봤을 확률 0 점심이든 저녁이든 항상 북적이는 덴 이유가 있음 엄마의 손맛과 만원의 행복이 동시에 성립되는 곳 증거물 각시정식 메뉴판 볼 필요 없음 특이 사항 상추 추가 2천원 별도 수사 결과 합정동의 심리적 안전망,마포구 보안관 출동 일지 사건 번호 사건 개요 정인 보쌈 흐르다 현장 기록 합정동 사람 라면 가보다 확률 번만 가보다 확률 점심 저녁 항상 북적 이유 엄마 손맛 만원 행복 동시 성립 증거물 각시 정식 메뉴판 필요 특이 사항 상추 추가 별도 수사 결과 합정동 심리 안전,마포구/Noun 보안관/Noun 출동/Noun 일지/Noun 사건/Noun 번호/Noun 사건/Noun 개요/Noun 정인/Noun 보쌈/Noun 흐르다/Verb 현장/Noun 기록/Noun 합정동/Noun 사람/Noun 라면/Noun 가보다/Verb 확률/Noun 번만/Noun 가보다/Verb 확률/Noun 점심/Noun 저녁/Noun 항상/Noun 북적/Noun 이유/Noun 엄마/Noun 손맛/Noun 만원/Noun 행복/Noun 동시/Noun 성립/Noun 증거물/Noun 각시/Noun 정식/Noun 메뉴판/Noun 필요/Noun 특이/Noun 사항/Noun 상추/Noun 추가/Noun 별도/Noun 수사/Noun 결과/Noun 합정동/Noun 심리/Noun 안전/Noun,47
naver,각시보쌈,별님쟁이,110,2025.08.09,1,영수증,주말 점심시간대 방문으로 대기 있었지만 10분 이내였고 좌석 많아서 순환 빠른듯 해요~ 음식은 맛있고 정식 구성도 좋았어요. 맛있다는 입소문 듣고 갔는데 역시네요.,91,1,,,,13.999999999999996,1,high,1,,first_visit:-0.2 | experience_context:+1.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,3,3,0,2,1,0,1,0,0,0,0,1,4,0,0,3,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,주말 점심시간대 방문으로 대기 있었지만 10분 이내였고 좌석 많아서 순환 빠른듯 해요 음식은 맛있고 정식 구성도 좋았어요 맛있다는 입소문 듣고 갔는데 역시네요,주말 점심시간 방문 대기 이다 좌석 많다 순환 빠르다 음식 맛있다 정식 구성 좋다 맛있다 소문 듣다 가다 역다,주말/Noun 점심시간/Noun 방문/Noun 대기/Noun 이다/Verb 좌석/Noun 많다/Adjective 순환/Noun 빠르다/Adjective 음식/Noun 맛있다/Adjective 정식/Noun 구성/Noun 좋다/Adjective 맛있다/Adjective 소문/Noun 듣다/Verb 가다/Verb 역다/Adjective,19
naver,각시보쌈,쮸크81,1467,2025.08.09,2,영수증,역시 가성비 맛집 입니다. 착한 금액에 신선하고 맛있어요 김치찌개도 아주 맛나요~~^^,48,1,,,,6.4,1,high,1,,has_menu:+0.3 | has_quality_detail:+0.6 | has_sensory_detail:+0.6 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | enthusiastic_but_not_rich:+0 | short_but_specific_food_review:+0.5 | revisit:+0.8 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,역시 가성비 맛집 입니다 착한 금액에 신선하고 맛있어요 김치찌개도 아주 맛나요,역시 가성 맛집 이다 착하다 금액 신선하다 맛있다 김치찌개 아주,역시/Noun 가성/Noun 맛집/Noun 이다/Adjective 착하다/Adjective 금액/Noun 신선하다/Adjective 맛있다/Adjective 김치찌개/Noun 아주/Noun,10
naver,각시보쌈,오산철인,7,2025.08.04,1,영수증,브레이크타임 전에 들어가서 대기별로없이 맛있게 잘먹었습니다. 키크고 연예인 닮은 언니 넘 친절하셔서 기분좋았네요. 또 방문할께요~~~,74,0,,,,13.599999999999998,1,high,1,,account_review_count_under_10:-0.2 | first_visit:-0.2 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5,3,2,0,3,0,1,1,0,0,0,0,1,4,3,0,3,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,브레이크타임 전에 들어가서 대기별로없이 맛있게 잘먹었습니다 키크고 연예인 닮은 언니 넘 친절하셔서 기분좋았네요 또 방문할께요,브레이크 타임 들어가다 기별 없이 맛있다 먹다 키크 연예인 닮다 언니 넘다 친절하다 기분 좋다 방문,브레이크/Noun 타임/Noun 들어가다/Verb 기별/Noun 없이/Adverb 맛있다/Adjective 먹다/Verb 키크/Noun 연예인/Noun 닮다/Verb 언니/Noun 넘다/Verb 친절하다/Adjective 기분/Noun 좋다/Adjective 방문/Noun,16
naver,각시보쌈,우주3713,519,2025.08.03,3,영수증,반반보쌈 중 전화로 포장 예약 했어요 15분 걸렸습니다^^,32,1,,,,3.8,0,high,1,,has_menu:+0.3 | category_count:+0.7 | has_number_detail:+1 | short_but_menu_only_food_review:+0.2 | revisit:+0.8 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,반반보쌈 중 전화로 포장 예약 했어요 15분 걸렸습니다,보쌈 전화 포장 예약 걸리다,보쌈/Noun 전화/Noun 포장/Noun 예약/Noun 걸리다/Verb,5
